ekran	durum	tur	oran	zemin	on	yol	metin
ana-kaydedici	dinlenik	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnToShrink	Send to Shrink
ana-kaydedici	dinlenik	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnDrawRegion	Draw with mouse
ana-kaydedici	dinlenik	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeInstall	Download
ana-kaydedici	focus-visible	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnStart	Start
ana-kaydedici	focus-visible	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnStop	Stop
ana-kaydedici	focus-visible	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnToShrink	Send to Shrink
ana-kaydedici	focus-visible	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnDrawRegion	Draw with mouse
ana-kaydedici	focus-visible	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeInstall	Download
ana-kaydedici	pointerover	simge	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-kaydedici	pointerover	simge	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-gelismis	dinlenik	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeInstall	Download
ana-gelismis	focus-visible	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeInstall	Download
ana-gelismis	pointerover	simge	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-gelismis	pointerover	simge	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-ayarlar	dinlenik	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeInstall	Download
ana-ayarlar	focus-visible	yazi	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeInstall	Download
ana-ayarlar	pointerover	simge	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-ayarlar	pointerover	simge	4.57	#B026FF	#000000	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-kucult	pointerover	simge	5.13	#0B6269	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnPanelFullScreen	Path
ana-oynatici	dinlenik	yazi	5.14	#050507	#FF0033	Border#Stage > Panel#Surface > Border > TextBlock#TxtStall @PlayerView#Player	Örnek 0.9
ana-kucult	pointerover	simge	5.14	#0B6269	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnPanelMaximize	Path
ana-kaydedici	dinlenik	yazi	5.47	#111916	#FF00EA	RecorderView > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtError @ScrollViewer#PageRecorder	Örnek 0.9
ana-donustur	pointerover	yazi	5.48	#15181A	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-donustur	pointerover	yazi	5.59	#121618	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-donustur	pointerover	yazi	5.61	#141518	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-donustur	pointerover	yazi	5.63	#141418	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-oynatici	pointerover	yazi	5.65	#0A1613	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabControl#Tabs	Convert
ana-kucult	pointerover	yazi	5.65	#0A1613	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabControl#Tabs	Convert
ana-donustur	pointerover	yazi	5.65	#0A1613	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabControl#Tabs	Convert
ana-kaydedici	pointerover	yazi	5.65	#0A1613	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabControl#Tabs	Convert
ana-gelismis	pointerover	yazi	5.65	#0A1613	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabControl#Tabs	Convert
ana-ayarlar	pointerover	yazi	5.65	#0A1613	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabControl#Tabs	Convert
ana-donustur	pointerover	yazi	5.66	#131417	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-ayarlar	dinlenik	yazi	5.66	#131417	#FF00EA	Border#GeneralSettingsPanel > StackPanel > StackPanel > TextBlock#TxtFfmpegPathError @ScrollViewer#PageSettings	Örnek 0.9
ana-donustur	pointerover	yazi	5.67	#121417	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	StackPanel#QueueControls > Button#BtnPause > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnPause	Sırayı Duraklat
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnClose > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnClose	İptal
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnOvershootStop > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnOvershootStop	Bu Haliyle Bırak
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	Grid#CountdownRow > Button#BtnCountdownCancel > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnCountdownCancel	Vazgeç
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnOpenInApp > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnOpenInApp	Uygulamada Aç
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnReveal > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnReveal	Klasörde Göster
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnShare > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnShare	Dosyayı Paylaş
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnShareCancel > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnShareCancel	Yüklemeyi İptal Et
kucultme-isi	dinlenik	yazi	5.68	#666669	#FFFFFF	Grid#ShareLinkRow > Button#BtnShareCopy > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnShareCopy	Kopyala
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnOvershootStop > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnOvershootStop	Bu Haliyle Bırak
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	StackPanel#QueueControls > Button#BtnPause > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnPause	Sırayı Duraklat
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	Grid#CountdownRow > Button#BtnCountdownCancel > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnCountdownCancel	Vazgeç
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnOpenInApp > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnOpenInApp	Uygulamada Aç
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnReveal > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnReveal	Klasörde Göster
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnShare > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnShare	Dosyayı Paylaş
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnShareCancel > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnShareCancel	Yüklemeyi İptal Et
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	WrapPanel > Button#BtnClose > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnClose	İptal
kucultme-isi	focus-visible	yazi	5.68	#666669	#FFFFFF	Grid#ShareLinkRow > Button#BtnShareCopy > ContentPresenter#PART_ContentPresenter > AccessText @Button#BtnShareCopy	Kopyala
ana-donustur	pointerover	yazi	5.69	#121316	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-donustur	pointerover	yazi	5.69	#121317	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-donustur	pointerover	yazi	5.69	#111316	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-kucult	dinlenik	yazi	5.71	#121316	#FF00EA	StackPanel > StackPanel#SecAdvanced > StackPanel#AdvancedBody > TextBlock#TxtAdvancedError @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	pointerover	yazi	5.73	#121216	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageShrink	?
ana-kucult	pointerover	yazi	5.74	#111215	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageShrink	?
ana-donustur	pointerover	yazi	5.75	#111215	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	?
ana-kucult	dinlenik	yazi	5.79	#101114	#FF00EA	StackPanel > Border#SourcePanel > StackPanel > TextBlock#TxtSourceStatus @ScrollViewer#PageShrink	Örnek 0.9
ana-ayarlar	pointerover	yazi	5.79	#101114	#FF00EA	Panel > Border#Badge > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageSettings	?
kucultme-isi	dinlenik	yazi	5.79	#111114	#FF00EA	ContentPresenter#PART_ContentPresenter > Border#JobShell > StackPanel > TextBlock#TxtNotice	Örnek 0.9
acilir-liste	dinlenik	yazi	6.10	#0D565C	#00F3FF	ComboBoxItem > Border#ItemBorder > ContentPresenter#PART_ContentPresenter > TextBlock	Seçili seçenek
acilir-liste	selected	yazi	6.10	#0D565C	#00F3FF	ComboBoxItem > Border#ItemBorder > ContentPresenter#PART_ContentPresenter > TextBlock	Örnek seçenek
acilir-liste	pressed	yazi	6.10	#0D565C	#00F3FF	ComboBoxItem > Border#ItemBorder > ContentPresenter#PART_ContentPresenter > TextBlock	Seçili seçenek
acilir-liste	focus-visible	yazi	6.10	#0D565C	#00F3FF	ComboBoxItem > Border#ItemBorder > ContentPresenter#PART_ContentPresenter > TextBlock	Seçili seçenek
ana-oynatici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-oynatici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-oynatici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-oynatici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-oynatici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-oynatici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-oynatici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-oynatici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-oynatici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-oynatici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-oynatici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-oynatici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-oynatici	pointerover	simge	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-oynatici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-kucult	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-kucult	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-kucult	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-kucult	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-kucult	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-kucult	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-kucult	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-kucult	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-kucult	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-kucult	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-kucult	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-kucult	pointerover	yazi	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-kucult	pointerover	simge	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-kucult	pointerover	yazi	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-donustur	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-donustur	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-donustur	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-donustur	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-donustur	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-donustur	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-donustur	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-donustur	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-donustur	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-donustur	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-donustur	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-donustur	pointerover	yazi	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-donustur	pointerover	simge	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-donustur	pointerover	yazi	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-kaydedici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-kaydedici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-kaydedici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-kaydedici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-kaydedici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-kaydedici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-kaydedici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-kaydedici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-kaydedici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-kaydedici	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-kaydedici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-kaydedici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-kaydedici	pointerover	simge	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-kaydedici	pointerover	yazi	6.22	#020706	#FF00EA	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-gelismis	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-gelismis	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-gelismis	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-gelismis	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-gelismis	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-gelismis	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-gelismis	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-gelismis	pointerover	simge	6.22	#020706	#FF00EA	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-gelismis	pointerover	yazi	6.22	#020706	#FF00EA	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
