qres	karanlik/av1/1000	1030	1.1669	0.9560
qres	karanlik/av1/1000	1040	1.1691	0.9577
qres	karanlik/av1/1000	1045	1.1691	0.9577
qres	karanlik/av1/1000	1050	1.3037	1.0680
qres	karanlik/av1/1000	1060	1.3059	1.0698
qres	karanlik/av1/1000	1080	1.3114	1.0743
qres	karanlik/av1/1000	1100	1.3247	1.0852
cbr	parlak/hevc/1000	600	0.7631	0.6252
cbr	parlak/hevc/1000	620	0.7852	0.6432
cbr	parlak/hevc/1000	640	0.8076	0.6616
cbr	parlak/hevc/1000	650	0.8168	0.6691
cbr	parlak/hevc/1000	656	0.8231	0.6743
cbr	parlak/hevc/1000	657	0.8352	0.6842
cbr	parlak/hevc/1000	660	0.8427	0.6904
cbr	parlak/hevc/1000	670	0.8582	0.7031
cbr	parlak/hevc/1000	685	0.8743	0.7162
cbr	parlak/hevc/1000	700	0.8893	0.7286
cbr	parlak/hevc/2000	1400	1.7811	0.7295
cbr	parlak/hevc/2000	1430	1.8191	0.7451
cbr	parlak/hevc/2000	1450	1.8481	0.7570
cbr	parlak/hevc/2000	1465	1.8636	0.7634
cbr	parlak/hevc/2000	1470	1.8718	0.7667
cbr	parlak/hevc/2000	1475	1.8830	0.7713
cbr	parlak/hevc/2000	1485	1.8917	0.7748
cbr	parlak/hevc/2000	1500	1.9144	0.7841
cbr	parlak/hevc/2000	1530	1.9506	0.7990
cbr	karanlik/av1/1000	980	1.1713	0.9595
cbr	karanlik/av1/1000	1010	1.1980	0.9814
cbr	karanlik/av1/1000	1030	1.2167	0.9967
cbr	karanlik/av1/1000	1040	1.2316	1.0089
cbr	karanlik/av1/1000	1045	1.2366	1.0131
cbr	karanlik/av1/1000	1050	1.2678	1.0386
cbr	karanlik/av1/1000	1060	1.2810	1.0494
cbr	karanlik/av1/1000	1080	1.2995	1.0646
cbr	karanlik/av1/1000	1100	1.3261	1.0864
tepe15t1	parlak/hevc/1000	600	0.9397	0.7698
tepe15t1	parlak/hevc/1000	620	0.9591	0.7857
tepe15t1	parlak/hevc/1000	640	0.9702	0.7948
tepe15t1	parlak/hevc/1000	650	0.9728	0.7969
tepe15t1	parlak/hevc/1000	656	0.9762	0.7997
tepe15t1	parlak/hevc/1000	657	1.0872	0.8906
tepe15t1	parlak/hevc/1000	660	1.0891	0.8922
tepe15t1	parlak/hevc/1000	670	1.1046	0.9049
tepe15t1	parlak/hevc/1000	685	1.1265	0.9228
tepe15t1	parlak/hevc/1000	700	1.1399	0.9338
tepe15t1	parlak/hevc/2000	1400	2.1602	0.8848
tepe15t1	parlak/hevc/2000	1430	2.1908	0.8973
tepe15t1	parlak/hevc/2000	1450	2.2124	0.9062
tepe15t1	parlak/hevc/2000	1465	2.2237	0.9108
tepe15t1	parlak/hevc/2000	1470	2.2261	0.9118
tepe15t1	parlak/hevc/2000	1475	2.3264	0.9529
tepe15t1	parlak/hevc/2000	1485	2.3340	0.9560
tepe15t1	parlak/hevc/2000	1500	2.3457	0.9608
tepe15t1	parlak/hevc/2000	1530	2.3718	0.9715
tepe15t1	karanlik/av1/1000	980	1.1551	0.9462
tepe15t1	karanlik/av1/1000	1010	1.1652	0.9546
tepe15t1	karanlik/av1/1000	1030	1.1788	0.9657
tepe15t1	karanlik/av1/1000	1040	1.1801	0.9668
tepe15t1	karanlik/av1/1000	1045	1.1801	0.9668
tepe15t1	karanlik/av1/1000	1050	1.3033	1.0677
tepe15t1	karanlik/av1/1000	1060	1.3077	1.0713
tepe15t1	karanlik/av1/1000	1080	1.3148	1.0771
tepe15t1	karanlik/av1/1000	1100	1.3290	1.0887
tepe1	parlak/hevc/1000	800	1.0223	0.8375
tepe1	parlak/hevc/1000	900	1.1467	0.9393
tepe1	parlak/hevc/1000	950	1.2103	0.9915
tepe1	parlak/hevc/1000	1000	1.2724	1.0423
tepe1	parlak/hevc/1000	1050	1.3342	1.0930
tepe1	parlak/hevc/2000	1800	2.2892	0.9377
tepe1	parlak/hevc/2000	1900	2.4183	0.9905
tepe1	parlak/hevc/2000	2000	2.5456	1.0427
tepe1	parlak/hevc/2000	2100	2.6731	1.0949
tampon1	parlak/hevc/1000	720	1.2155	0.9957
tampon1	parlak/hevc/1000	760	1.2524	1.0260
tampon1	parlak/hevc/2000	1560	2.5113	1.0286
tampon1	parlak/hevc/2000	1600	2.5466	1.0431
tampon1	karanlik/av1/1000	1020	1.1642	0.9537
tampon1	karanlik/av1/1000	1035	1.1769	0.9642
